Fe,Si,C,Al,B,P,Ga,Ge,Cu,Ag,Au,Ti,V,Cr,Zr,Nb,Mo,Hf,W,TA,tA,ln(Ribbon Thickness (μm))
82.75,4,0,0,8,4,0,0,1.25,0,0,0,0,0,0,0,0,0,0,723.1117318,1800,3.113515309
82.75,4,0,0,8,4,0,0,1.25,0,0,0,0,0,0,0,0,0,0,742.9255121,1800,3.113515309
82.75,4,0,0,8,4,0,0,1.25,0,0,0,0,0,0,0,0,0,0,762.7392924,1800,3.113515309
82.5,4,0,0,8,4,0,0,1.5,0,0,0,0,0,0,0,0,0,0,623,1800,3.113515309
82.5,4,0,0,8,4,0,0,1.5,0,0,0,0,0,0,0,0,0,0,643.0744879,1800,3.113515309
82.5,4,0,0,8,4,0,0,1.5,0,0,0,0,0,0,0,0,0,0,662.8882682,1800,3.113515309
82.5,4,0,0,8,4,0,0,1.5,0,0,0,0,0,0,0,0,0,0,682.9627561,1800,3.113515309
82.5,4,0,0,8,4,0,0,1.5,0,0,0,0,0,0,0,0,0,0,703.0372439,1800,3.113515309
82.5,4,0,0,8,4,0,0,1.5,0,0,0,0,0,0,0,0,0,0,723.1117318,1800,3.113515309
82.5,4,0,0,8,4,0,0,1.5,0,0,0,0,0,0,0,0,0,0,742.9255121,1800,3.113515309
82.5,4,0,0,8,4,0,0,1.5,0,0,0,0,0,0,0,0,0,0,763,1800,3.113515309
85,2,0,0,8,4,0,0,1,0,0,0,0,0,0,0,0,0,0,653,7200,2.917770732
85,1,0,0,9,4,0,0,1,0,0,0,0,0,0,0,0,0,0,653,7200,2.917770732
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,3,0,0,0,653,7200,2.917770732
84.3,4,0,0,8,3,0,0,0.7,0,0,0,0,0,0,0,0,0,0,697.2049641,600,2.995732274
84.3,4,0,0,8,3,0,0,0.7,0,0,0,0,0,0,0,0,0,0,722.4097839,600,2.995732274
84.3,4,0,0,8,3,0,0,0.7,0,0,0,0,0,0,0,0,0,0,747.7656728,600,2.995732274
84.3,4,0,0,8,3,0,0,0.7,0,0,0,0,0,0,0,0,0,0,772.5590484,600,2.995732274
84.3,4,0,0,8,3,0,0,0.7,0,0,0,0,0,0,0,0,0,0,797.6045496,600,2.995732274
83.3,4,0,0,12,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,722.6900093,600,2.995732274
83.3,4,0,0,12,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,747.8600265,600,2.995732274
83.3,4,0,0,12,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,772.5868905,600,2.995732274
83.3,4,0,0,8,4,0,0,0.7,0,0,0,0,0,0,0,0,0,0,697.6104789,600,2.995732274
83.3,4,0,0,8,4,0,0,0.7,0,0,0,0,0,0,0,0,0,0,722.6559801,600,2.995732274
83.3,4,0,0,8,4,0,0,0.7,0,0,0,0,0,0,0,0,0,0,747.7824296,600,2.995732274
83.3,4,0,0,8,4,0,0,0.7,0,0,0,0,0,0,0,0,0,0,772.8189079,600,2.995732274
83.3,4,0,0,8,4,0,0,0.7,0,0,0,0,0,0,0,0,0,0,797.8476522,600,2.995732274
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,3,0,0,0,772.8571429,1800,3.17805383
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,3,0,0,0,792.9323308,1800,3.17805383
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,3,0,0,0,812.7819549,1800,3.17805383
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,3,0,0,0,822.9323308,1800,3.17805383
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,3,0,0,0,832.8571429,1800,3.17805383
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,3,0,0,0,852.9323308,1800,3.17805383
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,3,0,0,0,813,1800,2.995732274
73.5,13.5,0,0,9,0,0,0,1,0,0,0,1,0,0,2,0,0,0,833,1800,2.995732274
73.5,13.5,0,0,9,0,0,0,1,0,0,0,1.5,0,0,1.5,0,0,0,833,1800,2.995732274
73.5,13.5,0,0,9,0,0,0,1,0,0,0,2,0,0,1,0,0,0,833,1800,2.995732274
83.7,0,0,0,14.8,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,583.3639179,3600,3.044522438
83.7,0,0,0,14.8,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,603.8691444,3600,3.044522438
83.7,0,0,0,14.8,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,623.8555943,3600,3.044522438
83.7,0,0,0,14.8,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,643.5729772,3600,3.044522438
83.7,0,0,0,14.8,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,664.00271,3600,3.044522438
83.7,0,0,0,14.8,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,683.5826558,3600,3.044522438
82.7,2,0,0,14,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,664.00271,3600,3.044522438
80.6,5,0,0,13,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,664.00271,3600,3.044522438
86,1,0,0,8,4,0,0,1,0,0,0,0,0,0,0,0,0,0,732.8121086,600,2.995732274
85,2,0,0,8,4,0,0,1,0,0,0,0,0,0,0,0,0,0,622.7912317,600,2.995732274
85,2,0,0,8,4,0,0,1,0,0,0,0,0,0,0,0,0,0,647.8434238,600,2.995732274
85,2,0,0,8,4,0,0,1,0,0,0,0,0,0,0,0,0,0,672.8956159,600,2.995732274
85,2,0,0,8,4,0,0,1,0,0,0,0,0,0,0,0,0,0,687.7181628,600,2.995732274
85,2,0,0,8,4,0,0,1,0,0,0,0,0,0,0,0,0,0,692.7286013,600,2.995732274
85,2,0,0,8,4,0,0,1,0,0,0,0,0,0,0,0,0,0,702.9582463,600,2.995732274
85,2,0,0,8,4,0,0,1,0,0,0,0,0,0,0,0,0,0,712.7703549,600,2.995732274
85,2,0,0,8,4,0,0,1,0,0,0,0,0,0,0,0,0,0,717.7807933,600,2.995732274
85,2,0,0,8,4,0,0,1,0,0,0,0,0,0,0,0,0,0,722.7912317,600,2.995732274
85,2,0,0,8,4,0,0,1,0,0,0,0,0,0,0,0,0,0,727.8016701,600,2.995732274
85,2,0,0,8,4,0,0,1,0,0,0,0,0,0,0,0,0,0,732.8121086,600,2.995732274
85,2,0,0,8,4,0,0,1,0,0,0,0,0,0,0,0,0,0,737.822547,600,2.995732274
85,2,0,0,8,4,0,0,1,0,0,0,0,0,0,0,0,0,0,742.8329854,600,2.995732274
85,2,0,0,8,4,0,0,1,0,0,0,0,0,0,0,0,0,0,747.8434238,600,2.995732274
85,2,0,0,8,4,0,0,1,0,0,0,0,0,0,0,0,0,0,752.6450939,600,2.995732274
85,2,0,0,8,4,0,0,1,0,0,0,0,0,0,0,0,0,0,772.0662439,600,2.995732274
86,2,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,622.801379,600,2.995732274
86,2,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,672.5784909,600,2.995732274
86,2,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,687.6056331,600,2.995732274
86,2,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,692.677986,600,2.995732274
86,2,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,702.6177403,600,2.995732274
86,2,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,712.5859821,600,2.995732274
86,2,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,722.5502672,600,2.995732274
86,2,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,732.5113871,600,2.995732274
86,2,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,742.4218626,600,2.995732274
86,2,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,752.5673597,600,2.995732274
86,2,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,772.5014692,600,2.995732274
85,2,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,622.8085009,600,2.995732274
85,2,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,672.6156829,600,2.995732274
85,2,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,687.6776431,600,2.995732274
85,2,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,692.7515787,600,2.995732274
85,2,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,702.6850024,600,2.995732274
85,2,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,712.6413744,600,2.995732274
85,2,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,722.5890418,600,2.995732274
85,2,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,732.2399648,600,2.995732274
85,2,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,742.3822966,600,2.995732274
85,2,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,772.0575394,600,2.995732274
86,2,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,622.7388648,600,2.995732274
86,2,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,672.5547513,600,2.995732274
86,2,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,687.5700238,600,2.995732274
86,2,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,692.4287206,600,2.995732274
86,2,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,712.570947,600,2.995732274
86,2,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,722.5399801,600,2.995732274
86,2,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,732.7242518,600,2.995732274
86,2,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,742.4210712,600,2.995732274
86,2,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,752.3355033,600,2.995732274
86,2,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,772.4840602,600,2.995732274
73.5,15.5,0,0,7,0,0,0,1,0,0,0,0,0,0,3,0,0,0,813.15,1800,2.995732274
73.5,15.5,0,0,6,1,0,0,1,0,0,0,0,0,0,3,0,0,0,813.15,1800,2.995732274
73.5,15.5,0,0,5,2,0,0,1,0,0,0,0,0,0,3,0,0,0,813.15,1800,2.995732274
73.5,15.5,0,0,4,3,0,0,1,0,0,0,0,0,0,3,0,0,0,813.15,1800,2.995732274
73.5,15.5,0,0,3,4,0,0,1,0,0,0,0,0,0,3,0,0,0,813.15,1800,2.995732274
75.3,13,0,0,9,0,0,0,1,0,0,0,0,0,1.7,0,0,0,0,423.7668161,3600,3.218875825
75.3,13,0,0,9,0,0,0,1,0,0,0,0,0,1.7,0,0,0,0,449.3273543,3600,3.218875825
75.3,13,0,0,9,0,0,0,1,0,0,0,0,0,1.7,0,0,0,0,499.103139,3600,3.218875825
75.3,13,0,0,9,0,0,0,1,0,0,0,0,0,1.7,0,0,0,0,524.6636771,3600,3.218875825
75.3,13,0,0,9,0,0,0,1,0,0,0,0,0,1.7,0,0,0,0,550.2242152,3600,3.218875825
75.3,13,0,0,9,0,0,0,1,0,0,0,0,0,1.7,0,0,0,0,598.6547085,3600,3.218875825
75.3,13,0,0,9,0,0,0,1,0,0,0,0,0,1.7,0,0,0,0,624.2152466,3600,3.218875825
75.3,13,0,0,9,0,0,0,1,0,0,0,0,0,1.7,0,0,0,0,648.4304933,3600,3.218875825
75.3,13,0,0,9,0,0,0,1,0,0,0,0,0,1.7,0,0,0,0,673.9910314,3600,3.218875825
75.3,13,0,0,9,0,0,0,1,0,0,0,0,0,1.7,0,0,0,0,699.5515695,3600,3.218875825
75.3,13,0,0,9,0,0,0,1,0,0,0,0,0,1.7,0,0,0,0,747.9820628,3600,3.218875825
75.3,13,0,0,9,0,0,0,1,0,0,0,0,0,1.7,0,0,0,0,772.1973094,3600,3.218875825
75.3,13,0,0,9,0,0,0,1,0,0,0,0,0,1.7,0,0,0,0,799.103139,3600,3.218875825
75.3,13,0,0,9,0,0,0,1,0,0,0,0,0,1.7,0,0,0,0,823.3183857,3600,3.218875825
75.3,13,0,0,9,0,0,0,1,0,0,0,0,0,1.7,0,0,0,0,847.5336323,3600,3.218875825
75.3,13,0,0,9,0,0,0,1,0,0,0,0,0,1.7,0,0,0,0,873.0941704,3600,3.218875825
75.3,13,0,0,9,0,0,0,1,0,0,0,0,0,1.7,0,0,0,0,922.8699552,3600,3.218875825
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,3,0,0,0,565,3600,2.995732274
73.5,13.5,0,0.1,9,0,0,0,1,0,0,0,0,0,0,3,0,0,0,565,3600,2.995732274
73.5,13.5,0,0.5,9,0,0,0,1,0,0,0,0,0,0,3,0,0,0,565,3600,2.995732274
73.5,13.5,0,1,9,0,0,0,1,0,0,0,0,0,0,3,0,0,0,565,3600,2.995732274
73,11,0,0,9,0,4,0,0,0,0,0,0,0,0,3,0,0,0,773.5426009,3600,3.218875825
73,11,0,0,9,0,4,0,0,0,0,0,0,0,0,3,0,0,0,797.7578475,3600,3.218875825
73,11,0,0,9,0,4,0,0,0,0,0,0,0,0,3,0,0,0,823.3183857,3600,3.218875825
73.5,13.5,0,0,9,0,0,0,0.5,0.5,0,0,0,0,0,3,0,0,0,828,1800,3.218875825
73.5,13.5,0,0,9,0,0,0,0,0,1,0,0,0,0,3,0,0,0,803,5400,3.218875825
81,4,0,0,11,2,0,0,1,0,0,0,1,0,0,0,0,0,0,698,60,3.113515309
81,4,0,0,11,2,0,0,1,0,0,0,1,0,0,0,0,0,0,698,180,3.113515309
81,4,0,0,11,2,0,0,1,0,0,0,1,0,0,0,0,0,0,698,300,3.113515309
81,4,0,0,11,2,0,0,1,0,0,0,1,0,0,0,0,0,0,698,600,3.113515309
81,4,0,0,11,2,0,0,1,0,0,0,1,0,0,0,0,0,0,698,900,3.113515309
81,0,0,0,10,8,0,0,1,0,0,0,0,0,0,0,0,0,0,743,300,3.020424886
81,2,0,0,10,6,0,0,1,0,0,0,0,0,0,0,0,0,0,743,300,3.020424886
81,4,0,0,10,4,0,0,1,0,0,0,0,0,0,0,0,0,0,743,300,3.020424886
81,6,0,0,10,2,0,0,1,0,0,0,0,0,0,0,0,0,0,743,300,3.020424886
81,8,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,743,300,3.020424886
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,2,1,0,0,847,3600,3.020424886
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,2,1,0,0,847,2700,3.020424886
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,2,1,0,0,847,1800,3.020424886
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,2,1,0,0,847,900,3.020424886
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,1,2,0,0,838,3600,3.020424886
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,1,2,0,0,838,2700,3.020424886
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,1,2,0,0,838,1800,3.020424886
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,1,2,0,0,838,900,3.020424886
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,811,3600,3.020424886
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,811,2700,3.020424886
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,811,1800,3.020424886
73.5,13.5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,3,0,0,811,900,3.020424886
85,2,0,0,8,4,0,0,1,0,0,0,0,0,0,0,0,0,0,652.3741007,600,2.970414466
85,2,0,0,8,4,0,0,1,0,0,0,0,0,0,0,0,0,0,668.6330935,600,2.970414466
85,2,0,0,8,4,0,0,1,0,0,0,0,0,0,0,0,0,0,684.6043165,600,2.970414466
85,2,0,0,8,4,0,0,1,0,0,0,0,0,0,0,0,0,0,700.1438849,600,2.970414466
85,2,0,0,8,4,0,0,1,0,0,0,0,0,0,0,0,0,0,715.3956835,600,2.970414466
85,2,0,0,8,4,0,0,1,0,0,0,0,0,0,0,0,0,0,730.2158273,600,2.970414466
85,2,0,0,8,4,0,0,1,0,0,0,0,0,0,0,0,0,0,745.0359712,600,2.970414466
85,2,0,0,8,4,0,0,1,0,0,0,0,0,0,0,0,0,0,759.2805755,600,2.970414466
84,2,0,0,8,4,0,0,1,0,0,0,0,0,0,0,1,0,0,652.3741007,600,2.970414466
84,2,0,0,8,4,0,0,1,0,0,0,0,0,0,0,1,0,0,668.6330935,600,2.970414466
84,2,0,0,8,4,0,0,1,0,0,0,0,0,0,0,1,0,0,684.4604317,600,2.970414466
84,2,0,0,8,4,0,0,1,0,0,0,0,0,0,0,1,0,0,700.1438849,600,2.970414466
84,2,0,0,8,4,0,0,1,0,0,0,0,0,0,0,1,0,0,715.3956835,600,2.970414466
84,2,0,0,8,4,0,0,1,0,0,0,0,0,0,0,1,0,0,730.3597122,600,2.970414466
84,2,0,0,8,4,0,0,1,0,0,0,0,0,0,0,1,0,0,745.0359712,600,2.970414466
84,2,0,0,8,4,0,0,1,0,0,0,0,0,0,0,1,0,0,759.4244604,600,2.970414466
84,2,0,0,8,4,0,0,1,0,0,0,0,0,0,0,1,0,0,773.381295,600,2.970414466
83,2,0,0,8,4,0,0,1,0,0,0,0,0,0,0,2,0,0,652.3741007,600,2.970414466
83,2,0,0,8,4,0,0,1,0,0,0,0,0,0,0,2,0,0,668.6330935,600,2.970414466
83,2,0,0,8,4,0,0,1,0,0,0,0,0,0,0,2,0,0,684.6043165,600,2.970414466
83,2,0,0,8,4,0,0,1,0,0,0,0,0,0,0,2,0,0,700.1438849,600,2.970414466
83,2,0,0,8,4,0,0,1,0,0,0,0,0,0,0,2,0,0,715.3956835,600,2.970414466
83,2,0,0,8,4,0,0,1,0,0,0,0,0,0,0,2,0,0,730.3597122,600,2.970414466
83,2,0,0,8,4,0,0,1,0,0,0,0,0,0,0,2,0,0,745.0359712,600,2.970414466
83,2,0,0,8,4,0,0,1,0,0,0,0,0,0,0,2,0,0,759.4244604,600,2.970414466
83,2,0,0,8,4,0,0,1,0,0,0,0,0,0,0,2,0,0,773.5251799,600,2.970414466
83,2,0,0,8,4,0,0,1,0,0,0,0,0,0,0,2,0,0,787.1942446,600,2.970414466
81.7,4,0,0,13,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,638,3600,2.995732274
81.7,4,0,0,13,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,653,3600,2.995732274
81.7,4,0,0,13,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,668,3600,2.995732274
81.7,4,0,0,13,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,683,3600,2.995732274
81.7,4,0,0,13,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,698,3600,2.995732274
81.7,4,0,0,13,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,723,3600,2.995732274
81.5,4,0,0,13,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,638,3600,2.995732274
81.5,4,0,0,13,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,653,3600,2.995732274
81.5,4,0,0,13,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,668,3600,2.995732274
81.5,4,0,0,13,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,683,3600,2.995732274
81.5,4,0,0,13,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,698,3600,2.995732274
81.5,4,0,0,13,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,723,3600,2.995732274
81.3,4,0,0,13,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,638,3600,2.995732274
81.3,4,0,0,13,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,653,3600,2.995732274
81.3,4,0,0,13,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,668,3600,2.995732274
81.3,4,0,0,13,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,683,3600,2.995732274
81.3,4,0,0,13,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,698,3600,2.995732274
81.3,4,0,0,13,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,723,3600,2.995732274
81,4,0,0,13,0,0,0,2,0,0,0,0,0,0,0,0,0,0,638,3600,2.995732274
81,4,0,0,13,0,0,0,2,0,0,0,0,0,0,0,0,0,0,653,3600,2.995732274
81,4,0,0,13,0,0,0,2,0,0,0,0,0,0,0,0,0,0,668,3600,2.995732274
81,4,0,0,13,0,0,0,2,0,0,0,0,0,0,0,0,0,0,683,3600,2.995732274
81,4,0,0,13,0,0,0,2,0,0,0,0,0,0,0,0,0,0,698,3600,2.995732274
81,4,0,0,13,0,0,0,2,0,0,0,0,0,0,0,0,0,0,723,3600,2.995732274
83.44,3.89,0,0,7.92,4.06,0,0,0.69,0,0,0,0,0,0,0,0,0,0,613,600,2.48490665
83.44,3.89,0,0,7.92,4.06,0,0,0.69,0,0,0,0,0,0,0,0,0,0,633,600,2.48490665
83.44,3.89,0,0,7.92,4.06,0,0,0.69,0,0,0,0,0,0,0,0,0,0,653,600,2.48490665
83.44,3.89,0,0,7.92,4.06,0,0,0.69,0,0,0,0,0,0,0,0,0,0,673,600,2.48490665
83.44,3.89,0,0,7.92,4.06,0,0,0.69,0,0,0,0,0,0,0,0,0,0,698,600,2.48490665
83.44,3.89,0,0,7.92,4.06,0,0,0.69,0,0,0,0,0,0,0,0,0,0,723,600,2.48490665
83.44,3.89,0,0,7.92,4.06,0,0,0.69,0,0,0,0,0,0,0,0,0,0,748,600,2.48490665
84.32,3.87,0,0,7.59,4.16,0,0,0,0.05,0,0,0,0,0,0,0,0,0,613,600,2.48490665
84.32,3.87,0,0,7.59,4.16,0,0,0,0.05,0,0,0,0,0,0,0,0,0,633,600,2.48490665
84.32,3.87,0,0,7.59,4.16,0,0,0,0.05,0,0,0,0,0,0,0,0,0,653,600,2.48490665
84.32,3.87,0,0,7.59,4.16,0,0,0,0.05,0,0,0,0,0,0,0,0,0,673,600,2.48490665
84.32,3.87,0,0,7.59,4.16,0,0,0,0.05,0,0,0,0,0,0,0,0,0,698,600,2.48490665
84.32,3.87,0,0,7.59,4.16,0,0,0,0.05,0,0,0,0,0,0,0,0,0,723,600,2.48490665
84.32,3.87,0,0,7.59,4.16,0,0,0,0.05,0,0,0,0,0,0,0,0,0,748,600,2.48490665
84.32,3.87,0,0,7.59,4.16,0,0,0,0.05,0,0,0,0,0,0,0,0,0,773,600,2.48490665
83.47,3.89,0,0,7.88,4.04,0,0,0,0,0.71,0,0,0,0,0,0,0,0,698,600,2.48490665
83.47,3.89,0,0,7.88,4.04,0,0,0,0,0.71,0,0,0,0,0,0,0,0,723,600,2.48490665
83.47,3.89,0,0,7.88,4.04,0,0,0,0,0.71,0,0,0,0,0,0,0,0,748,600,2.48490665
83.47,3.89,0,0,7.88,4.04,0,0,0,0,0.71,0,0,0,0,0,0,0,0,773,600,2.48490665
91,0,0,0,2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,873,3600,2.890371758
89,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,923,3600,2.944438979
89,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,923,3600,2.772588722
86,0,0,0,6,0,0,0,1,0,0,0,0,0,7,0,0,0,0,573,3600,3.044522438
86,0,0,0,6,0,0,0,1,0,0,0,0,0,7,0,0,0,0,674,3600,3.044522438
86,0,0,0,6,0,0,0,1,0,0,0,0,0,7,0,0,0,0,724,3600,3.044522438
86,0,0,0,6,0,0,0,1,0,0,0,0,0,7,0,0,0,0,770,3600,3.044522438
86,0,0,0,6,0,0,0,1,0,0,0,0,0,7,0,0,0,0,825,3600,3.044522438
86,0,0,0,6,0,0,0,1,0,0,0,0,0,7,0,0,0,0,875,3600,3.044522438
86,0,0,0,6,0,0,0,1,0,0,0,0,0,7,0,0,0,0,925,3600,3.044522438
86,0,0,0,6,0,0,0,1,0,0,0,0,0,7,0,0,0,0,977,3600,3.044522438
82,0,0,0,10,0,0,0,1,0,0,7,0,0,0,0,0,0,0,573,3600,2.995732274
82,0,0,0,10,0,0,0,1,0,0,7,0,0,0,0,0,0,0,623,3600,2.995732274
82,0,0,0,10,0,0,0,1,0,0,7,0,0,0,0,0,0,0,673,3600,2.995732274
82,0,0,0,10,0,0,0,1,0,0,7,0,0,0,0,0,0,0,723,3600,2.995732274
82,0,0,0,10,0,0,0,1,0,0,7,0,0,0,0,0,0,0,773,3600,2.995732274
82,0,0,0,10,0,0,0,1,0,0,7,0,0,0,0,0,0,0,823,3600,2.995732274
82,0,0,0,10,0,0,0,1,0,0,7,0,0,0,0,0,0,0,873,3600,2.995732274
82,0,0,0,10,0,0,0,1,0,0,7,0,0,0,0,0,0,0,923,3600,2.995732274
82,0,0,0,10,0,0,0,1,0,0,7,0,0,0,0,0,0,0,973,3600,2.995732274
84,0,0,0,8,0,0,0,1,0,0,0,0,0,0,7,0,0,0,573,3600,2.995732274
84,0,0,0,8,0,0,0,1,0,0,0,0,0,0,7,0,0,0,623,3600,2.995732274
84,0,0,0,8,0,0,0,1,0,0,0,0,0,0,7,0,0,0,673,3600,2.995732274
84,0,0,0,8,0,0,0,1,0,0,0,0,0,0,7,0,0,0,723,3600,2.995732274
84,0,0,0,8,0,0,0,1,0,0,0,0,0,0,7,0,0,0,773,3600,2.995732274
84,0,0,0,8,0,0,0,1,0,0,0,0,0,0,7,0,0,0,823,3600,2.995732274
84,0,0,0,8,0,0,0,1,0,0,0,0,0,0,7,0,0,0,873,3600,2.995732274
